label,model_idx,fape,lddt,rmsd,kabsch,prmsd,plddt,plddt_pde
EPH_relaxed_0001_pdb2pqr_Repair_16_r2_0001_complex,74,3.1277871131896973,0.8189095258712769,8.662688255310059,1.029626488685608,5.834334373474121,0.4831249713897705,0.6034168601036072
EPH_relaxed_0001_pdb2pqr_Repair_16_r2_0001_complex,75,2.9752910137176514,0.8532499670982361,3.006800651550293,1.8523794412612915,6.067869663238525,0.4987499713897705,0.5629185438156128
EPH_relaxed_0001_pdb2pqr_Repair_16_r2_0001_complex,76,3.0271987915039062,0.8537968397140503,3.124077320098877,1.9897675514221191,6.144220352172852,0.48249998688697815,0.575838029384613
EPH_relaxed_0001_pdb2pqr_Repair_16_r2_0001_complex,77,3.0486435890197754,0.8482287526130676,3.052063465118408,2.0288476943969727,6.151239395141602,0.49562498927116394,0.5587055683135986
EPH_relaxed_0001_pdb2pqr_Repair_16_r2_0001_complex,78,2.9906651973724365,0.8325318694114685,3.5636556148529053,1.8917326927185059,6.2263898849487305,0.48875001072883606,0.5411660671234131
EPH_relaxed_0001_pdb2pqr_Repair_16_r2_0001_complex,79,2.874748468399048,0.8696630001068115,2.490626573562622,2.044013261795044,6.227261066436768,0.47312498092651367,0.5489530563354492
EPH_relaxed_0001_pdb2pqr_Repair_16_r2_0001_complex,80,3.375016927719116,0.8099815845489502,8.568470001220703,1.2981044054031372,6.259524345397949,0.4806249737739563,0.566705584526062
EPH_relaxed_0001_pdb2pqr_Repair_16_r2_0001_complex,81,2.9121644496917725,0.8573585152626038,3.198765277862549,2.0991485118865967,6.3762078285217285,0.4675000011920929,0.557952344417572
EPH_relaxed_0001_pdb2pqr_Repair_16_r2_0001_complex,82,3.1267526149749756,0.8455104231834412,3.5762181282043457,2.007558584213257,6.386420249938965,0.47312498092651367,0.4984884262084961
EPH_relaxed_0001_pdb2pqr_Repair_16_r2_0001_complex,83,3.0369884967803955,0.8560946583747864,2.4126315116882324,1.2429540157318115,6.4522528648376465,0.4781249761581421,0.5300888419151306
EPH_relaxed_0001_pdb2pqr_Repair_16_r2_0001_complex,84,2.6109325885772705,0.8837231397628784,2.1208150386810303,0.8703792095184326,6.521787166595459,0.45749998092651367,0.5532029867172241
EPH_relaxed_0001_pdb2pqr_Repair_16_r2_0001_complex,85,2.8680906295776367,0.8662189245223999,1.739746332168579,0.9785884618759155,6.541067123413086,0.46875,0.5492879748344421
EPH_relaxed_0001_pdb2pqr_Repair_16_r2_0001_complex,86,2.856919050216675,0.86390221118927,2.229142427444458,0.869412899017334,6.657098293304443,0.4687499701976776,0.5585348606109619
EPH_relaxed_0001_pdb2pqr_Repair_16_r2_0001_complex,87,2.703108787536621,0.8809565901756287,1.9323678016662598,0.894174337387085,6.666180610656738,0.461249977350235,0.5723059773445129
EPH_relaxed_0001_pdb2pqr_Repair_16_r2_0001_complex,88,3.005795478820801,0.8455994725227356,3.51503324508667,2.204002618789673,6.685973644256592,0.47874996066093445,0.5344481468200684
EPH_relaxed_0001_pdb2pqr_Repair_16_r2_0001_complex,89,2.6580328941345215,0.8846068978309631,1.4985768795013428,0.9777920842170715,6.8892903327941895,0.47624996304512024,0.5561977624893188
EPH_relaxed_0001_pdb2pqr_Repair_16_r2_0001_complex,90,3.15785813331604,0.8076871633529663,8.591747283935547,0.9278540015220642,6.942466735839844,0.4612500071525574,0.5115008354187012
EPH_relaxed_0001_pdb2pqr_Repair_16_r2_0001_complex,91,3.3205182552337646,0.8125163912773132,8.336163520812988,1.757222294807434,6.95382022857666,0.46000000834465027,0.5230856537818909
EPH_relaxed_0001_pdb2pqr_Repair_16_r2_0001_complex,92,3.147589921951294,0.8236122131347656,8.424242973327637,1.0795038938522339,6.97201681137085,0.4562499523162842,0.5569970607757568
EPH_relaxed_0001_pdb2pqr_Repair_16_r2_0001_complex,93,3.213336229324341,0.8140389323234558,8.379373550415039,1.1088359355926514,7.011661052703857,0.45249998569488525,0.5814632773399353
EPH_relaxed_0001_pdb2pqr_Repair_16_r2_0001_complex,94,3.0027594566345215,0.8436902761459351,3.9650566577911377,1.1688488721847534,7.176918983459473,0.4568749964237213,0.5144528150558472
EPH_relaxed_0001_pdb2pqr_Repair_16_r2_0001_complex,95,3.0650410652160645,0.8437514305114746,3.039177656173706,1.9858019351959229,7.235751152038574,0.45124995708465576,0.48492860794067383
EPH_relaxed_0001_pdb2pqr_Repair_16_r2_0001_complex,96,3.1809070110321045,0.8109433650970459,8.195967674255371,1.1753381490707397,7.246579647064209,0.4449999928474426,0.4779733717441559
EPH_relaxed_0001_pdb2pqr_Repair_16_r2_0001_complex,97,3.1868927478790283,0.8118264675140381,8.351685523986816,1.2703765630722046,7.376344203948975,0.445624977350235,0.5508882403373718
EPH_relaxed_0001_pdb2pqr_Repair_16_r2_0001_complex,98,3.112927198410034,0.8138792514801025,7.974226474761963,1.2883210182189941,7.42758846282959,0.44874995946884155,0.4878845810890198
EPH_relaxed_0001_pdb2pqr_Repair_16_r2_0001_complex,99,3.1272132396698,0.8453329801559448,2.7657992839813232,1.6740933656692505,7.512253284454346,0.453125,0.5020676851272583
EPH_relaxed_0001_pdb2pqr_Repair_16_r2_0001_complex,100,3.1246204376220703,0.8206717371940613,7.927866458892822,1.9480104446411133,7.567728042602539,0.44749999046325684,0.5152906179428101
